,Name,Company,Praise Level,Comment Number,Language,Price,Issue time,System Require,Game Tags
2607,Prison Escape,Sheer Studios,,No user reviews,"Casual, Action, Indie, Adventure, Strategy",,"13 Mar, 2019"," Windows 10,  i5 processor+,  1 GB RAM,  Nvidia 950 +,  Version 11,  1 GB available space","Casual, Action, Indie, Adventure, Strategy"
2608,The Deed,Pilgrim Adventures,Very Positive,"1,346","RPGMaker, Adventure, Crime, Atmospheric, Detective, RPG, Indie, Singleplayer, Story Rich, Casual, Choices Matter, Mystery, Simulation, Short, Villain Protagonist, 2D, Pixel Graphics, Dark, Comedy, Horror", 4,"24 Nov, 2015"," Windows 98/XP/Vista/7/8/10,  Intel Pentium III 800 Mhz,  512 MB available space,  Generic","RPGMaker, Adventure, Crime, Atmospheric, Detective, RPG, Indie, Singleplayer, Story Rich, Casual, Choices Matter, Mystery, Simulation, Short, Villain Protagonist, 2D, Pixel Graphics, Dark, Comedy, Horror"
2609,Furry Chronicles,DYSTANT Games,,No user reviews,"Casual, Action, Indie, Adventure",,"10 Mar, 2019"," Windows 7, Windows 8, Windows 10,  Intel Core i3, 2.0 ghz,  2 GB RAM,  Integrated Intel graphics,  Version 9.0c,  1 GB available space,  Integrated audio","Casual, Action, Indie, Adventure"
2610,Battle Royale Tycoon,Endless Loop Studios,Mostly Positive,237,"Early Access, Simulation, Strategy, Indie, Early Access, Management, Sandbox, City Builder, Economy, Building, Battle Royale, Resource Management", 37,"11 Dec, 2018"," Windows XP,  1.7Ghz Core 2 Duo,  1 GB RAM,  Radeon 4850 or equivalent,  1 GB available space","Early Access, Simulation, Strategy, Indie, Early Access, Management, Sandbox, City Builder, Economy, Building, Battle Royale, Resource Management"
2611,七个小矮人2 / Seven boys 2,橙光游戏,Mostly Positive,No user reviews,"Simulation, Adventure, Indie, RPG, Casual, Strategy, Visual Novel, Otome, Anime", 18,"15 Sep, 2017"," windowsXP,Vista,7,8,10,  1Ghz or faster processor,  512 MB de RAM,  512MB VRAM,  1 MB de espacio disponible","Simulation, Adventure, Indie, RPG, Casual, Strategy, Visual Novel, Otome, Anime"
2612,Type Defense,Göksan Güner,Positive,No user reviews,"Indie, Casual, Strategy, Typing, Tower Defense, Spelling, Word Game, Simulation, Singleplayer, Score Attack, Cartoon, 2D, Medieval, Cartoony, Base Building", 6,"22 Jul, 2018"," Windows XP or later,  1.5 GHz Core2Duo,  1 GB RAM,  OpenGL 2 or higher,  90 MB available space","Indie, Casual, Strategy, Typing, Tower Defense, Spelling, Word Game, Simulation, Singleplayer, Score Attack, Cartoon, 2D, Medieval, Cartoony, Base Building"
2613,Happy Anime Puzzle,CoolHappy-Game,Mostly Positive,No user reviews,"Nudity, Sexual Content, Indie, Simulation, Strategy, Adventure, RPG, Anime, Puzzle", 6,"5 Apr, 2019"," Windows 7 or later,  Intel Core 2 Due E6300 or AMD althon X2 5000+,  512 MB RAM,  NVIDIA 7300GT or ATI X1600,  需要 500 MB 可用空间","Nudity, Sexual Content, Indie, Simulation, Strategy, Adventure, RPG, Anime, Puzzle"
2614,Eador. Masters of the Broken World,Snowbird Games,,No user reviews,"Strategy, Turn-Based Strategy, Fantasy, Turn-Based, Indie, RPG, Singleplayer, Tactical, 4X, Difficult, Hex Grid, Multiplayer, Tactical RPG, Turn-Based Tactics", 5,"20 Apr, 2013","Microsoft® Windows® XP SP2 / Vista / 7, \t, Intel® Pentium 2,0 GHz/AMD 2000+, \t, 2 GB RAM, \t, GeForce 7300/Radeon 9200, \t, 9.0c, \t, 2 GB HD space, \t, DirectX® compatible","Strategy, Turn-Based Strategy, Fantasy, Turn-Based, Indie, RPG, Singleplayer, Tactical, 4X, Difficult, Hex Grid, Multiplayer, Tactical RPG, Turn-Based Tactics"
2615,PROTEST,CUTE ANIME GIRLS,,No user reviews,"Nudity, Casual, Indie, Adventure, Strategy, RPG, Anime, Sexual Content, JRPG, RPGMaker", 11,"4 Oct, 2018"," Windows 7,  2.0 Ghz or faster,  4 GB RAM,  OpenGL 3.0+ Compatible Card,  Version 9.0,  2 GB available space","Nudity, Casual, Indie, Adventure, Strategy, RPG, Anime, Sexual Content, JRPG, RPGMaker"
2616,Dead By Murder,b movie games,Mostly Positive,No user reviews,"Adventure, Strategy, Indie, Noir",,"4 Oct, 2017"," XP / Vista / 7 / 8 /10,  Intel or AMD Singlecore CPU,  512 MB RAM,  850 MB available space","Adventure, Strategy, Indie, Noir"
2617,Tomato Way 2,VladCastillo,Positive,No user reviews,"Action, Indie, Gore, Adventure, Horror, Blood, Exploration, Thriller, Psychological, Comedy, Atmospheric, Bullet Hell, Difficult", 29,"10 Jul, 2018","Requires a 64-bit processor and operating system,  Windows 7,  AMD Phenom(tm) II X4 955 Pr 3.20 GHz,  4 MB RAM,  NVIDIA GeForce GTX 720,  Version 11,  3 GB available space","Action, Indie, Gore, Adventure, Horror, Blood, Exploration, Thriller, Psychological, Comedy, Atmospheric, Bullet Hell, Difficult"
2618,Project LUX,Spicy Tails,Very Positive,No user reviews,"Anime, VR, Indie, Casual, Adventure, Cute", 78,"3 Feb, 2018"," 32/64-bit Windows 7 / 8.1 / 10,  Intel CPU Core i3,  8 GB de RAM,  Nvidia GeForce GTX 770 / AMD Radeon R9 280X,  Versión 10,  4 GB de espacio disponible","Anime, VR, Indie, Casual, Adventure, Cute"
2619,NALOGI 2,CUTE ANIME GIRLS,Mostly Positive,No user reviews,"Sexual Content, Adventure, Casual, Indie, Strategy, Nudity, RPG, RPGMaker, Anime, Arcade, JRPG", 11,"1 Jun, 2018"," Windows 7,  2.0 Ghz or faster,  2 GB RAM,  OpenGL 3.0+ Compatible Card,  Version 9.0,  2 GB available space","Sexual Content, Adventure, Casual, Indie, Strategy, Nudity, RPG, RPGMaker, Anime, Arcade, JRPG"
2620,GRUZCHIK,,,No user reviews,"Adventure, Strategy, Indie, Casual, Puzzle, Sokoban", 6,"10 Mar, 2017"," Windows XP/7/8/10 32bit/64bit,  Any dual-core processor,  512 MB RAM,  Any graphics card with OpenGL 3.0 support or higher,  Version 9.0,  180 MB available space","Adventure, Strategy, Indie, Casual, Puzzle, Sokoban"
2621,Cyber Sentinel,mindhelix.pl,Positive,No user reviews,"Indie, Puzzle, Programming, Simulation, Singleplayer, Education, Touch-Friendly, Casual", 36,"29 Jul, 2016"," Windows XP SP2+,  1.2 Ghz,  1 GB ОП,  256MB,  версії 9.0,  500 MB доступного місця","Indie, Puzzle, Programming, Simulation, Singleplayer, Education, Touch-Friendly, Casual"
2622,忍者村大战2,杭州分浪网络科技有限公司,,No user reviews,"Free to Play, Massively Multiplayer, Strategy, Action, RPG, Anime, MOBA",Free To Play,"4 Jan, 2018"," Windows 7x64 / Windows 8.1x64 / Windows 10x64,  Intel® Core™ i3-530 @ 2.93 GHz / AMD Phenom™ II X4 805 @ 2.50 GHz or better,  4 GB RAM,  NVIDIA® GeForce® GT 450 1GB / ATI® Radeon™ HD 7770 1GB or better,  Version 11,  Broadband Internet connection,  5 GB available space,  DirectX 9.0x compatible,  Recommended","Free to Play, Massively Multiplayer, Strategy, Action, RPG, Anime, MOBA"
2623,Crab Dub,Anatoliy Loginovskikh,Positive,No user reviews,"Indie, Casual, Platformer", 6,"20 Jan, 2017"," Windows XP\\Vista\\7\\8\\10,  1.2 Ghz+,  1024 MB RAM,  256 MB,  30 MB available space","Indie, Casual, Platformer"
2624,消灭魔王军 Destroy the demon army,幻想工房,,No user reviews,"Strategy, Indie, Casual, Simulation", 6,"12 Jan, 2019"," WindowsR 7/8/8.1/10 (32bit/64bit),  Windows 7/8/10 (32bit/64bit),  256 MB RAM,  DirectX 9/OpenGL 4.1 capable GPU,  5 MB available space","Strategy, Indie, Casual, Simulation"
2625,Airport Simulator 2014,United Independent Entertainment GmbH,,No user reviews,"Simulation, Management, Singleplayer, Nudity, Horror, Dating Sim, Anime",,"19 Dec, 2013"," Windows XP / 7 / Vista / 8,  2,4 GHz Pentium or 100% compatible CPU,  2 GB RAM,  Nvidia Geforce 6800GT, ATI Radeon HD 3650,  Version 9.0c,  200 MB available space","Simulation, Management, Singleplayer, Nudity, Horror, Dating Sim, Anime"
2626,Frontiers.io,Frontiers.io,,No user reviews,"Strategy, Action, Adventure, Indie, Casual, Simulation, Sports, Racing", 33,"12 Oct, 2017"," Windows XP, Vista, 7, 8, 10,  Pentium 4 or higher, 2GHz,  1 GB RAM,  128MB or higher,  105 MB available space","Strategy, Action, Adventure, Indie, Casual, Simulation, Sports, Racing"
2627,Open The Door,CAIKAI,Positive,No user reviews,"Indie, Simulation, Casual, Puzzle, Physics", 6,"1 Dec, 2018","Requires a 64-bit processor and operating system,  Windows 7 or higher (x64),  4 GB RAM,  Nvidia Gefore GT840M or higher,  1 GB available space","Indie, Simulation, Casual, Puzzle, Physics"
2628,Haunted Jail: Alcatas,Anamik Majumdar,,No user reviews,"Indie, Casual, Adventure, Horror, Pixel Graphics, 2D, Singleplayer, Cartoony, Exploration, Old School, Retro, Difficult, Colorful",,"19 Apr, 2019"," Windows XP, Vista, 7, 8/8.1, 10,  Dual Core 1 Ghz or higher,  2 GB RAM,  128 MB of Video Memory, Capable of Shader Model 2.0+,  Verzió: 9.0c,  50 MB szabad hely,  Any Compatible Sound Card","Indie, Casual, Adventure, Horror, Pixel Graphics, 2D, Singleplayer, Cartoony, Exploration, Old School, Retro, Difficult, Colorful"
2629,Pixel Space Battles,Nikita &quot;Ghost_RUS&quot;,,No user reviews,"Action, Indie, Casual", 6,"14 Nov, 2017"," Windows XP\\Vista\\7\\8\\10,  1.2 Ghz+,  1 GB RAM,  256 MB,  50 MB available space,  1280x720 screen resolution","Action, Indie, Casual"
2630,Pleasure Puzzle:Sexy Girls,一次元创作组,Mostly Positive,No user reviews,"Nudity, Casual, Indie, Mature, Relaxing, Sexual Content, Puzzle", 6,"1 Oct, 2018"," WindowsR 7/8/8.1/10 (32bit/64bit),  Windows 7/8/10 (32bit/64bit),  4 GB RAM,  1 GB available space","Nudity, Casual, Indie, Mature, Relaxing, Sexual Content, Puzzle"
2631,Need for Synthol,GoingForwardTeam,,No user reviews,"Action, Adventure, Indie", 18,"31 May, 2018"," Windows XP, Vista, 7, 8.1, 10,  Intel Core 2 Duo (or equivalent),  2048 MB RAM,  with 1024 MB VRAM compatible with DirectX 9,  Version 9.0,  120 MB available space","Action, Adventure, Indie"
2632,Draw Rider,17Studio,,No user reviews,"Action, Indie, Racing, 2D, Side Scroller, Gore, Level Editor, Difficult", 11,"29 Mar, 2016"," Windows 10, Windows 8, Windows 7, Vista, or XP Service Pack 3,  1 GHz processor,  1 GB RAM,  OpenGL 2.1 or higher (available in most modern Windows systems)","Action, Indie, Racing, 2D, Side Scroller, Gore, Level Editor, Difficult"
2633,Shadows on the Vatican Act I: Greed,10th Art Studio,,No user reviews,"Adventure, Indie, Point &amp; Click, Story Rich, Mystery, Great Soundtrack, Atmospheric, Singleplayer, Third Person",,"10 Jun, 2014"," Windows XP/Windows Vista/Windows 7/Windows 8/Windows 10,  1.5 Ghz,  1 GB RAM,  256 MB DirectX® 9.0c compatible,  Version 9.0c,  2 GB available space,  DirectX® 9.0c compatible,  Screen resolution 1280x720 or higher","Adventure, Indie, Point &amp; Click, Story Rich, Mystery, Great Soundtrack, Atmospheric, Singleplayer, Third Person"
2634,Cubium Dreams,Igrodelsky,,No user reviews,"Indie, Adventure, Action, Horror, Puzzle, First-Person", 24,"30 Apr, 2016"," Windows 7/8/10,  dual core 1.5 GHz,  2 GB RAM,  512 mb video memory,  200 MB available space,  At a more slower computers game has not been tested.  Maybe it works well and on very old systems, as resource consumption is very small.","Indie, Adventure, Action, Horror, Puzzle, First-Person"
2635,Crimson Sword Saga: The Peloran Wars,David Nguyen,,No user reviews,"RPG, Indie, RPGMaker",,"6 Jan, 2017"," 1 GHz,  512 MB RAM,  452 MB available space","RPG, Indie, RPGMaker"
2636,Inverted,Versus System,,No user reviews,"Indie, Casual, Action, Adventure, Platformer", 24,"23 Jul, 2016"," Microsoft® Windows® XP / Vista,  Intel Core 2 Duo (or equivalent),  256 MB RAM,  512 MB or higher,  Version 9.0,  200 MB available space,  DirectX® Compatible","Indie, Casual, Action, Adventure, Platformer"
2637,Inca Marbles,Bullid Games,,No user reviews,"Indie, Casual",,"9 Jun, 2018"," Windows XP,  Core2Duo,  512 MB RAM,  Intel HD2000,  200 MB available space","Indie, Casual"
2638,UBERMOSH,Walter Machado,Very Positive,"1,820","Action, Great Soundtrack, Pixel Graphics, Cyberpunk, Indie, Arcade, Fast-Paced, Female Protagonist, Retro, Isometric, Procedural Generation, Bullet Hell, Twin Stick Shooter, Sci-fi, Cult Classic, Casual, Early Access, Top-Down, Difficult, Singleplayer", 20,"13 Aug, 2015"," Windows XP,  1.6Ghz+,  2048 MB RAM,  512MB,  390 MB available space","Action, Great Soundtrack, Pixel Graphics, Cyberpunk, Indie, Arcade, Fast-Paced, Female Protagonist, Retro, Isometric, Procedural Generation, Bullet Hell, Twin Stick Shooter, Sci-fi, Cult Classic, Casual, Early Access, Top-Down, Difficult, Singleplayer"
2639,Make it indie!,Sometimes You,,No user reviews,"Indie, Simulation, Adventure, Interactive Fiction",,"1 Apr, 2015"," XP,  2.4 Ghz Dual Core CPU,  1024 MB RAM,  512MB Dedicated Memory,  Version 9.0,  1500 MB available space,  DirectX® Compatible","Indie, Simulation, Adventure, Interactive Fiction"
2640,Munin,Gojira,Very Positive,No user reviews,"Indie, Puzzle, Platformer, Casual, Adventure, Female Protagonist, 2D, Physics, Mythology", 322,"11 Jun, 2014"," Windows Vista/7/8,  2.33 GHz Single Core,  512 MB RAM,  DirectX 9 compatible,  2 GB available space,  DirectX 9 compatible,  Mouse, Keyboard","Indie, Puzzle, Platformer, Casual, Adventure, Female Protagonist, 2D, Physics, Mythology"
2641,Tree.Bonsai,PanGuoJun,Mostly Positive,No user reviews,"Early Access, Casual, Simulation, Indie, Early Access, Relaxing, Procedural Generation, Minimalist, Atmospheric, Experimental, Beautiful, Surreal, Sandbox", 9,"3 Sep, 2018"," Windows XP/7/8/10,  2,2 GHz,  100 MB available space","Early Access, Casual, Simulation, Indie, Early Access, Relaxing, Procedural Generation, Minimalist, Atmospheric, Experimental, Beautiful, Surreal, Sandbox"
2642,Chaos Domain,Holy Warp,,No user reviews,"Action, Indie, Platformer, Shooter, Side Scroller, Co-op, Local Co-Op, Sci-fi, Singleplayer", 4,"2 May, 2014"," Windows 7,  Intel CORE i3 2.6 GHz,  2 GB RAM,  ATI Radeon 5570 1GB/Nvidia GT 450,  Version 9.0c,  2 GB available space","Action, Indie, Platformer, Shooter, Side Scroller, Co-op, Local Co-Op, Sci-fi, Singleplayer"
2643,Pixelord,LillyWelland inc.,,No user reviews,"Indie, Action",,"1 Nov, 2017"," Windows 7+,  Dual Core CPU,  512 MB RAM,  128mb,  50 MB available space","Indie, Action"
2644,Food Bomber,TSN Entertainment,,No user reviews,"Nudity, Casual, Gore, Violent, RPG, Indie, Adventure, Funny, Flight, Female Protagonist",,"30 Aug, 2018"," WIN7/WIN8/WIN10/XP,  1.2 GHz,  2 GB RAM,  GeForce GTX 260, Radeon HD 5770, 1GB,  Version 9.0,  650 MB available space","Nudity, Casual, Gore, Violent, RPG, Indie, Adventure, Funny, Flight, Female Protagonist"
2645,Powernode,Dustyroom,,No user reviews,"Indie, Casual, Action, Simulation", 9,"28 Feb, 2019"," Windows 7 SP1+,  Supporting SSE2 instructions,  DX10 compatible graphics card (shader model 4.0)","Indie, Casual, Action, Simulation"
2646,PixBit,Hipix Studio,,No user reviews,"Action, Indie", 24,"21 May, 2016"," Windows XP or higher,  Version 9.0,  100 MB available space","Action, Indie"
2647,Contract With The Devil,AZ-Art Development Studio,,No user reviews,"Casual, Adventure, Hidden Object, Point &amp; Click",,"11 Dec, 2015"," Windows XP SP3,  1500 MHz,  2 GB RAM,  1419 MB available space","Casual, Adventure, Hidden Object, Point &amp; Click"
2648,Experience,Hipix Studio,,No user reviews,"Action, Indie, Casual", 24,"30 Apr, 2016"," Windows XP or higher,  Version 9.0,  100 MB available space","Action, Indie, Casual"
2649,PLATI NALOG: Favorite Russian Game,CSM,Very Positive,No user reviews,"Indie, Casual, Simulation, RPG, Strategy, Memes, Comedy, Clicker",,"1 Mar, 2018"," Windows XP\\Vista\\7\\8\\10,  1.2 Ghz+,  512 MB RAM,  Compatible with DirectX 9,  50 MB available space,  Keyboard, mouse","Indie, Casual, Simulation, RPG, Strategy, Memes, Comedy, Clicker"
2650,Overchunked,ATOMIC BREATH,Very Positive,No user reviews,"Indie, Casual, Action, Atmospheric, Relaxing, Sports, Racing, Procedural Generation, Singleplayer, Funny, Difficult, Minimalist, Abstract", 6,"12 Apr, 2018"," Windows Vista,  Core i3 / AMD A6 2.4Ghz,  2 GB RAM,  NVIDIA GeForce GT 240 / AMD Radeon HD 4670 / Intel HD Graphics 4000,  Version 10,  500 MB available space","Indie, Casual, Action, Atmospheric, Relaxing, Sports, Racing, Procedural Generation, Singleplayer, Funny, Difficult, Minimalist, Abstract"
2651,Alien Run,Hipix Studio,,No user reviews,"Casual, Action, Adventure", 24,"18 Jun, 2016"," Microsoft® Windows® XP or higher,  Version 9.0,  100 MB available space","Casual, Action, Adventure"
2652,Business Tycoon Billionaire,Business Tycoon,,No user reviews,"Casual, Strategy, Indie, Simulation, Adventure, Sports",,"6 Jul, 2018"," Windows XP, Vista, 7, 8, 10,  Pentium 4 or higher, 2GHz,  1 GB RAM,  128MB or higher,  60 MB available space","Casual, Strategy, Indie, Simulation, Adventure, Sports"
2653,THE NED BALLS,stariy8419,,No user reviews,"Casual, Indie, Physics, Puzzle, Singleplayer, Controller, Arcade, Tactical, 2D, Relaxing, Simulation, Strategy, RPG, Cute, Rogue-like",,"25 Jan, 2019"," Windows 7 or newer: 32bit / 64bit,  Core 2 Duo or higher,  2 GB RAM,  DirectX11 Compatible GPU with 512 MB Video RAM,  140 MB available space,  DirectX compatible sound card","Casual, Indie, Physics, Puzzle, Singleplayer, Controller, Arcade, Tactical, 2D, Relaxing, Simulation, Strategy, RPG, Cute, Rogue-like"
2654,How to be Best Russian Game Developer,CSM,Positive,No user reviews,"Indie, Casual", 3,"22 Jun, 2018"," Windows XP\\Vista\\7\\8\\10,  1.2 Ghz+,  512 MB RAM,  Compatible with DirectX 9,  Keyboard, mouse","Indie, Casual"
2655,FukTopia,FreeMinds,,No user reviews,"Early Access, Action, Early Access, Indie, Horror, Pixel Graphics, Great Soundtrack, ""Beat em up"", Co-op, Local Co-Op, Difficult, Multiplayer, 4 Player Local",,"27 Feb, 2018"," Windows XP or later,  2.0 GHz,  2 MB RAM,  256 MB,  400 MB available space","Early Access, Action, Early Access, Indie, Horror, Pixel Graphics, Great Soundtrack, ""Beat em up"", Co-op, Local Co-Op, Difficult, Multiplayer, 4 Player Local"
2656,The Atomy,Rusty Knights,,No user reviews,"Action, Adventure, Indie, Western", 24,"20 Oct, 2016"," Windows XP or higher,  Intel Core 2 Duo (or equivalent),  512 MB or higher,  Version 9.0,  2 GB available space","Action, Adventure, Indie, Western"
2657,Tactical Operations,LillyWelland inc.,,No user reviews,"Action, Indie",,"4 Dec, 2017"," XP,  DualCore,  512 MB RAM,  Intel HD2000 or equal,  100 MB available space","Action, Indie"
2658,- Arcane Raise -,Arcane Raise,,No user reviews,"Adventure, RPG, Strategy, Casual, RPGMaker, JRPG, Fantasy, Indie, Story Rich, Rogue-like",Arcane Raise - Aurora Novus,"10 Mar, 2017"," Windows XP, 7, 8 or 10 (or Mac OS X/Linux),  1.6 Ghz Intel Atom Z2460 or higher,  512 MB RAM,  Intel HD 3000 or better,  Version 9.0c,  200 MB available space,  DirectX Compatible,  Audio player which supports .Ogg format or codecs","Adventure, RPG, Strategy, Casual, RPGMaker, JRPG, Fantasy, Indie, Story Rich, Rogue-like"
2659,UniteStar,SweetApple,,No user reviews,"Massively Multiplayer, Indie, Adventure, RPG, Strategy, Action, Casual, Simulation, Sports, Racing", 6,"3 Jun, 2018"," Win xp,Win 7,Win 8,Win 10,  Core 2以上,  1 GB RAM,  1G以上显存,  Version 10,  800 MB available space","Massively Multiplayer, Indie, Adventure, RPG, Strategy, Action, Casual, Simulation, Sports, Racing"
2660,Next 2,Pirotexnik,Positive,No user reviews,"Casual, Indie, Puzzle, Minimalist, Singleplayer, Physics, 2D, Relaxing, Abstract, Short, Difficult, Atmospheric, Fast-Paced",,"1 Feb, 2018","Requires a 64-bit processor and operating system,  Windows 7, 8, 8.1, 10 (64-bit),  Intel Core i3 / AMD A6 2.4Ghz,  512 MB RAM,  Intel HD Graphics,  Version 9.0,  200 MB available space,  Recommended monitor: 16:9, 16:10","Casual, Indie, Puzzle, Minimalist, Singleplayer, Physics, 2D, Relaxing, Abstract, Short, Difficult, Atmospheric, Fast-Paced"
2661,The Epic Bang Theory,MCS,,No user reviews,"Indie, Casual",,"17 May, 2018"," Windows XP\\Vista\\7\\8\\10,  1.2 Ghz+,  512 MB RAM,  Compatible with DirectX 9,  50 MB available space,  Keyboard, mouse","Indie, Casual"
2662,Star Sweet,LillyWelland inc.,,No user reviews,"Indie, Casual, Match 3",,"11 Dec, 2017"," 32-64 bit Windows 7, Windows 8.1, Windows 10,  DualCore,  512 MB RAM,  128mb,  60 MB available space","Indie, Casual, Match 3"
2663,Cabins: Jigsaw Puzzles,Boogygames Studios,,No user reviews,"Casual, Strategy, Adventure, Indie, Simulation, Sports",,"6 Jul, 2018"," Windows XP, Vista, 7, 8, 10,  Pentium 4 or higher, 2GHz,  1 GB RAM,  128MB or higher,  40 MB available space","Casual, Strategy, Adventure, Indie, Simulation, Sports"
2664,Outside,ELECTROSTALIN ENTERTAINMENT,,No user reviews,"Early Access, Action, Indie, Early Access, Horror, Survival, First-Person, Dark, Singleplayer, Story Rich, Psychological Horror, Open World, Atmospheric, Demons, Action-Adventure",,"25 May, 2019","Requires a 64-bit processor and operating system,  Windows Vista / 7 / 8  / 10,  2.2 GHz Dual Core, Recommended 2.8 GHz Quad Core,  4 GB RAM,  Radeon HD 6870 / Nvidia geforce gtx 560 ti,  Version 10,  5 GB available space","Early Access, Action, Indie, Early Access, Horror, Survival, First-Person, Dark, Singleplayer, Story Rich, Psychological Horror, Open World, Atmospheric, Demons, Action-Adventure"
2665,Neon Arena,Axyos Games,,No user reviews,"Action, Indie, Casual", 24,"21 Feb, 2017"," Windows 7 (32-bit),  2.66 Ghz (2 Core),  4 GB RAM,  GeForce GTX 260,  2 GB available space,  For VR mode you should have GeForce GTX 760 or higher","Action, Indie, Casual"
2666,In Dungeon,Balder Game Studio,,No user reviews,"Indie, Adventure, Casual, Singleplayer, 2D, Difficult, Platformer, Retro, Action, Great Soundtrack, Side Scroller",,"22 May, 2018"," Microsoft® Windows® XP / Vista / 7 /  8 / 10,  2.0GHz processor,  2 GB RAM,  DirectX 9-compatible graphics card with at least 512MB of video memory,  100 MB available space,  This game is better played with a gamepad","Indie, Adventure, Casual, Singleplayer, 2D, Difficult, Platformer, Retro, Action, Great Soundtrack, Side Scroller"
2667,Lots of Balls,Paddle Team,,No user reviews,"Action, Indie",,"26 Feb, 2018"," Windows 7, 8 or 10,  1.5GHz+,  2 GB RAM,  512MB,  200 MB available space","Action, Indie"
2668,Farming 6-in-1 bundle,Aliasworlds,,No user reviews,Casual, 25,"2 Jun, 2016"," Windows XP / Vista / 7 / 8 / 8.1,  1 GHz processor,  512 MB RAM,  64 MB VRAM,  Version 8.0,  300 MB available space",Casual
2669,Trials of Azra,Onion Core,Very Positive,No user reviews,"Adventure, Indie, 2D, Pixel Graphics, Puzzle, Casual, Retro, Zombies, Funny, Controller, Platformer, Mystery, Difficult, Magic, Puzzle-Platformer, Cute, Metroidvania, Local Co-Op",,"1 Aug, 2016"," Windows XP(SP3)+,  2.13GHz,  2 GB RAM,  512MB VRAM,  300 MB available space,  We recommend playing with a gamepad for the best game experience possible.","Adventure, Indie, 2D, Pixel Graphics, Puzzle, Casual, Retro, Zombies, Funny, Controller, Platformer, Mystery, Difficult, Magic, Puzzle-Platformer, Cute, Metroidvania, Local Co-Op"
2670,BULLET PARTY,Awoker Games,Positive,No user reviews,"Action, Indie, Casual, 4 Player Local, ""Shoot Em Up"", Co-op, Great Soundtrack, Bullet Hell, Twin Stick Shooter, Local Co-Op, 2D, Pixel Graphics, Retro, Arcade, Co-op Campaign, Soundtrack, Controller",,"1 Aug, 2017"," XP,  Core 2 Duo,  2 GB RAM,  Version 9.0,  150 MB available space","Action, Indie, Casual, 4 Player Local, ""Shoot Em Up"", Co-op, Great Soundtrack, Bullet Hell, Twin Stick Shooter, Local Co-Op, 2D, Pixel Graphics, Retro, Arcade, Co-op Campaign, Soundtrack, Controller"
2671,Seven Bullets Zombie Apocalypse,Skull Box Games,,No user reviews,Action,,"18 Apr, 2019"," Microsoft Windows,  Intel Celeron 1800 MHz,  1 GB RAM,  Intel HD Graphics,  50 MB available space,  DirectSound Compatible,  Keyboard, Mouse",Action
2672,Breaking Good,SeekSick6,Mostly Positive,No user reviews,"Indie, Casual, Match 3, Education, Puzzle, Science, Relaxing", 15,"5 Aug, 2017"," Windows Vista SP1+,  SSE2 instruction set support,  1 GB RAM,  Graphics card with DX10 (shader model 4.0) capabilities,  Version 10,  1 GB available space","Indie, Casual, Match 3, Education, Puzzle, Science, Relaxing"
2673,Elon Must - Road to Respect,Ruskija Game Experience,,No user reviews,"Indie, Action, Adventure",,"18 Apr, 2019"," windows 8,  1.7+ GHz,  512 MB RAM,  256,  Version 9.0,  900 MB available space","Indie, Action, Adventure"
2674,NALOGI,CUTE ANIME GIRLS,Very Positive,653,"Sexual Content, Anime, Nudity, Indie, Casual, Adventure, RPG, Strategy, RPGMaker, Psychological Horror, Visual Novel, Memes", 11,"17 Mar, 2018"," Windows 7,  2.0 Ghz or faster,  2 GB RAM,  OpenGL 3.0+ Compatible Card,  Version 9.0,  1 GB available space","Sexual Content, Anime, Nudity, Indie, Casual, Adventure, RPG, Strategy, RPGMaker, Psychological Horror, Visual Novel, Memes"
2675,Dinosaur Forest,Racing Bros,,No user reviews,"Indie, Action, Dinosaurs, Multiplayer",,"17 May, 2017"," Windows XP SP3 or Higher,  Intel(R) Core(TM)2 Duo 2.4, AMD Athlon(TM) X2 2.8 Ghz,  2 GB RAM,  Geforce 9600 GS, Radeon HD4000, Shader Model 3.0, 512 MB,  2 GB available space,  DirectX compatible,  If you are on or around the min spec then you may need to run with Half Res Textures and Low graphics options and at a lower resolution.","Indie, Action, Dinosaurs, Multiplayer"
2676,Cyberhunt,NukGames,Very Positive,No user reviews,"Indie, Casual, Action, Adventure, Twin Stick Shooter, Great Soundtrack", 20,"19 May, 2017"," Microsoft® Windows® XP or later,  Dual Core 2.0 GHZ or Better,  512 MB RAM,  Compatible with DirectX 9,  Version 9.0,  50 MB available space","Indie, Casual, Action, Adventure, Twin Stick Shooter, Great Soundtrack"
2677,Snail Trek - Chapter 4: The Final Fondue,Phil Fortier,Positive,No user reviews,"Adventure, Indie, Retro, Point &amp; Click, Puzzle, Space, Pixel Graphics", 6,"30 Mar, 2018"," Windows XP SP2,  2 GHz,  2 GB RAM,  Intel HD 3000 or better,  Version 9.0,  200 MB available space","Adventure, Indie, Retro, Point &amp; Click, Puzzle, Space, Pixel Graphics"
2678,Zup! 7,Quiet River,Very Positive,827,"Casual, Indie, Puzzle, Minimalist, Physics, Short, Relaxing, 2D",,"13 Dec, 2017"," Windows XP, 7, Vista, 8, 8.1, 10,  Intel Celeron 1800 MHz,  256 MB RAM,  Intel HD Graphics,  Version 9.0,  15 MB available space","Casual, Indie, Puzzle, Minimalist, Physics, Short, Relaxing, 2D"
